"","ZEIT","182","183","184","185","281","282","283","284","285","286","287","288","289","290","291","292","352","353","354","355","368","369","370","371","388","389","390","391","392","393","394","395","396","397","417","418","420","421","422","423","491","492","493","494","495","496","497","498","499","500","501","502","503","504","505","506","507","508","509","510","511","512","513","514","769","770","909","910","911","912","913","914","915","916","921","922","923","924","925","926","1076","1077","1078","1079","1080","1081","1082","1083","1084","1085","1086","1087","1088","1089","1090","1091","1092","1093","1094","1117","1118","1119","1128","1129","1130","1131","1132","1133","1134","1135","1136","1137","1138","1139","1140","1141","1142","1143","1144","1178","1179","1180","1181","1182","1183","1184","1185"
"1268","2015-07-01 21:07:00",1,0,3,2,4,5,4,0,7,7,6,6,2,3,1,3,6,1,3,6,5,3,0,0,1,2,2,0,10,4,5,7,5,0,2,5,1,2,3,1,3,3,2,4,7,6,6,5,3,2,4,1,2,1,2,0,0,1,1,0,2,2,10,8,16,3,0,0,3,0,6,4,6,4,4,0,0,1,5,6,1,1,4,2,6,0,2,1,1,2,0,7,0,3,1,4,4,5,1,4,0,6,1,6,1,6,0,6,5,7,3,5,4,3,4,1,2,4,4,3,1,4,1,2,1,3,0
"1269","2015-07-01 21:08:00",2,1,2,2,3,3,0,0,3,5,0,0,8,6,4,6,3,3,4,1,7,2,6,5,7,5,6,3,1,0,5,2,5,3,7,8,4,0,1,2,2,3,4,3,1,1,4,1,2,3,1,0,0,2,1,2,4,6,6,1,4,3,5,2,3,0,1,0,6,1,2,2,4,1,9,2,2,2,6,7,1,4,2,1,2,0,1,0,0,2,1,2,0,2,1,9,1,0,3,2,0,7,6,4,4,2,2,4,4,6,1,5,8,6,2,5,3,11,6,5,3,1,0,3,2,2,0
"1270","2015-07-01 21:09:00",2,0,3,2,6,7,7,0,6,6,7,8,12,18,10,6,5,4,5,3,9,2,5,6,3,3,4,0,0,0,5,5,1,0,8,3,2,0,2,3,3,2,2,2,7,4,3,0,1,2,4,2,2,2,0,3,2,4,2,2,1,2,4,8,1,2,2,2,5,0,2,4,3,0,1,0,1,2,6,3,3,1,4,2,9,1,3,1,0,4,0,5,0,4,1,4,9,3,1,1,1,11,2,6,2,8,7,3,4,6,3,1,4,3,9,3,1,4,0,1,1,7,1,3,2,2,0
"1271","2015-07-01 21:10:00",3,2,4,5,4,2,3,0,1,0,3,3,9,10,4,2,10,2,2,2,9,2,0,2,1,0,4,3,7,2,5,5,3,0,2,4,6,0,3,1,6,0,2,5,8,3,1,0,3,7,1,1,0,1,0,2,1,2,3,0,5,2,4,3,5,0,0,0,1,0,4,4,2,1,11,3,4,2,4,3,1,2,4,1,4,1,2,0,2,0,0,1,1,2,0,8,12,5,4,4,0,3,0,5,2,2,1,10,6,6,1,6,5,6,3,5,4,3,3,1,3,3,1,2,1,2,0
"1272","2015-07-01 21:11:00",5,1,0,1,1,1,2,0,3,4,2,1,9,6,2,2,7,6,4,3,14,2,3,2,4,4,4,0,1,4,1,2,3,4,8,8,3,0,6,3,0,1,2,4,7,1,7,2,4,3,6,5,1,1,1,1,1,3,8,2,3,1,6,1,4,1,5,2,6,1,2,1,5,2,1,0,1,3,4,5,1,1,3,2,0,0,2,1,0,2,1,2,1,6,3,11,3,3,3,3,1,6,5,0,2,11,3,4,0,0,1,4,5,11,4,4,4,10,10,5,4,2,2,2,0,1,0
"1273","2015-07-01 21:12:00",0,2,2,3,2,2,2,0,3,8,6,9,4,2,4,6,4,2,2,4,7,2,0,0,0,1,1,0,5,1,2,1,0,0,4,5,2,2,4,4,8,2,3,0,4,0,4,2,3,6,3,1,0,2,1,1,1,3,3,4,4,1,10,3,1,1,2,3,3,3,3,2,4,2,9,2,1,0,3,2,2,3,5,3,8,2,0,5,1,6,1,2,0,1,0,2,3,4,3,4,0,3,2,7,6,4,3,8,3,2,0,1,4,2,4,11,6,6,5,1,1,0,2,1,1,2,0
"1274","2015-07-01 21:13:00",2,1,3,2,5,5,6,0,1,0,2,3,9,8,4,5,6,1,3,1,10,2,6,9,3,2,7,3,2,0,3,2,1,0,6,3,4,0,2,3,6,1,2,1,3,1,1,2,2,0,1,3,1,1,1,0,1,2,1,0,1,1,7,2,3,1,3,2,4,2,2,1,4,2,1,1,1,2,2,9,1,1,2,0,0,0,1,0,0,3,0,3,0,2,1,5,7,1,3,5,2,4,0,6,4,2,0,3,6,3,2,6,3,2,3,7,0,1,2,3,1,3,2,2,1,3,0
"1275","2015-07-01 21:14:00",4,4,3,1,6,3,6,0,4,7,4,3,9,7,7,8,9,3,6,0,13,1,1,5,4,4,1,0,4,5,2,3,1,1,5,3,0,1,4,1,3,2,2,3,6,1,5,2,2,1,5,4,1,2,0,2,4,3,7,2,5,5,6,9,2,0,8,4,3,2,6,7,5,0,10,0,1,1,4,2,1,2,1,1,2,0,1,1,0,2,0,6,0,5,0,7,5,2,2,3,1,6,4,2,2,5,0,3,3,7,1,5,4,11,4,5,2,2,3,2,1,0,1,2,0,2,2
"1276","2015-07-01 21:15:00",3,2,5,4,3,0,1,0,3,1,4,1,11,9,5,8,6,2,3,2,10,4,2,2,2,0,3,1,3,2,2,4,5,2,3,7,6,1,2,3,5,4,2,4,7,3,9,3,4,3,3,2,8,1,1,3,6,2,3,1,6,5,3,0,4,1,2,1,1,1,7,5,1,3,1,0,3,3,7,3,1,1,5,2,5,0,3,1,2,5,2,2,0,3,1,9,10,1,6,4,0,3,3,7,7,8,1,5,5,3,1,1,3,6,3,4,2,2,2,0,1,3,2,0,1,2,0
"1277","2015-07-01 21:16:00",3,3,1,1,3,3,2,0,6,3,3,4,8,8,5,13,4,3,3,5,7,4,6,7,5,1,2,2,3,0,3,2,1,2,2,3,3,0,4,4,4,4,5,6,5,1,3,2,4,6,0,0,3,0,1,4,2,5,5,1,6,0,7,4,0,0,6,3,2,3,1,5,7,1,3,0,1,11,3,2,3,0,3,3,3,0,2,0,0,3,1,3,0,6,4,1,7,2,1,7,0,7,0,0,1,6,1,5,1,2,1,2,2,9,5,3,0,4,2,4,2,0,0,2,0,3,0
"1278","2015-07-01 21:17:00",1,0,3,1,4,4,6,0,0,6,2,4,6,6,6,9,4,1,5,3,9,3,1,3,3,1,1,0,6,5,1,3,0,1,7,5,0,2,0,0,1,0,3,3,2,0,10,7,2,3,4,4,4,1,2,3,4,3,5,0,3,0,6,1,4,0,1,5,1,1,4,6,3,1,1,0,1,1,6,4,2,0,5,1,2,0,2,2,1,1,1,0,2,1,0,7,9,3,4,4,1,3,4,4,1,9,3,3,4,3,1,3,3,2,2,6,4,6,4,2,2,2,0,3,1,6,1
"1279","2015-07-01 21:18:00",3,0,0,2,5,1,1,0,1,1,2,4,8,10,5,7,8,5,8,1,8,10,3,3,1,7,2,4,4,3,2,2,0,0,3,1,5,2,3,1,2,2,4,3,4,3,2,1,5,0,5,2,4,0,1,0,1,4,1,0,7,5,6,3,0,1,3,1,6,3,2,2,4,1,7,0,2,1,2,2,3,0,3,4,1,0,0,0,0,6,1,1,0,3,1,4,7,0,2,2,0,3,4,5,2,6,3,3,3,4,2,1,2,7,5,9,3,5,0,1,2,3,0,2,1,1,0
"1280","2015-07-01 21:19:00",4,3,3,2,2,2,2,0,3,1,5,7,6,7,2,6,7,2,5,6,8,4,0,1,4,3,1,0,4,0,3,1,5,4,2,6,5,0,1,1,2,3,5,5,4,1,5,4,3,1,2,3,4,2,2,2,1,3,5,1,5,3,2,3,2,0,1,2,5,1,2,3,6,3,8,1,2,4,0,9,4,1,3,2,2,0,1,8,1,4,0,2,1,5,0,7,1,2,5,2,0,8,2,4,1,1,1,6,3,4,0,3,5,2,5,4,2,5,0,2,2,3,1,2,0,5,2
"1281","2015-07-01 21:20:00",2,4,0,1,3,5,5,0,4,2,1,1,10,7,4,1,4,4,5,2,14,0,0,0,1,0,4,1,1,3,3,3,1,4,5,6,0,0,0,3,3,5,3,0,6,4,5,1,0,4,3,1,0,2,1,2,2,2,9,0,1,1,5,4,6,2,3,2,8,1,2,3,2,2,8,0,2,3,4,0,2,0,1,3,3,1,1,2,3,4,0,2,0,3,4,7,13,2,7,2,2,7,3,4,3,4,7,4,0,5,0,3,3,4,4,3,1,3,1,7,7,5,1,2,1,4,0
"1282","2015-07-01 21:21:00",2,1,1,5,4,2,2,0,7,5,6,0,7,4,7,7,5,0,4,6,19,0,6,5,3,3,6,2,1,2,2,0,1,1,7,4,5,2,2,1,5,9,4,6,8,5,4,4,3,1,3,1,4,0,2,2,3,1,3,0,1,1,4,5,1,0,1,1,1,0,3,5,6,1,5,0,0,1,4,4,2,1,2,4,3,0,0,2,2,4,0,8,4,2,1,5,5,2,6,5,2,1,3,4,6,8,0,3,2,1,0,1,0,2,3,7,1,1,1,3,1,4,0,3,5,3,2
"1283","2015-07-01 21:22:00",0,0,5,3,3,2,3,0,4,5,5,2,2,2,4,5,5,3,4,4,7,2,3,2,1,2,1,0,6,4,6,6,3,0,2,3,4,1,4,0,2,2,5,5,5,3,2,4,6,3,5,1,1,1,1,4,2,4,4,2,3,0,7,4,5,4,0,1,1,0,2,1,3,3,9,0,2,4,3,3,1,1,2,1,4,0,3,5,2,5,4,5,7,5,0,7,13,3,3,2,1,3,1,0,3,4,1,4,2,5,1,1,2,6,1,8,6,4,5,1,2,0,2,4,0,3,1
"1284","2015-07-01 21:23:00",4,3,3,3,1,0,2,0,1,0,4,1,8,12,2,7,7,3,1,2,6,1,1,0,7,3,4,3,2,0,3,1,3,2,8,5,1,2,4,0,3,3,5,5,7,3,5,2,4,5,5,2,0,2,0,1,1,2,4,1,5,2,4,6,4,1,2,1,14,2,4,0,5,0,9,0,2,3,1,5,3,2,1,0,2,2,0,0,0,2,0,5,3,2,1,5,3,4,3,2,0,7,9,6,6,1,0,4,1,3,2,2,5,0,4,4,4,3,4,2,3,4,1,2,1,1,2
"1285","2015-07-01 21:24:00",3,2,4,5,3,0,2,0,2,5,7,5,8,9,5,6,7,5,4,1,9,5,3,2,1,2,5,0,5,2,2,2,3,1,2,2,4,0,0,1,6,2,4,3,2,3,1,2,6,3,1,1,1,0,0,2,1,3,7,1,3,1,3,4,1,0,3,2,2,2,8,3,2,1,6,2,1,2,4,2,1,2,6,1,3,1,0,2,1,4,1,2,1,2,0,6,4,3,5,1,0,2,4,4,2,10,4,13,5,3,0,1,2,5,3,6,0,0,2,2,2,4,0,1,0,2,0
"1286","2015-07-01 21:25:00",2,2,2,3,4,3,6,0,2,1,4,6,8,7,3,2,8,3,7,8,8,2,0,0,1,1,2,0,1,2,3,2,0,0,5,6,7,2,2,1,6,2,2,2,5,2,3,1,2,3,3,3,4,2,0,1,1,4,2,0,2,0,3,5,8,4,0,0,2,0,1,3,3,0,2,0,2,5,2,3,0,1,3,0,5,3,1,2,0,4,1,5,1,0,0,2,17,1,4,1,1,2,2,2,3,1,0,5,4,4,1,9,5,4,3,3,2,6,6,4,1,2,1,5,3,2,0
"1287","2015-07-01 21:26:00",1,2,3,1,5,2,3,0,10,9,1,0,4,4,3,4,4,0,5,4,13,0,5,5,7,4,5,1,7,2,5,1,2,1,4,3,2,1,1,3,2,2,3,2,2,0,2,4,7,4,3,0,0,0,0,0,1,1,1,0,2,3,5,2,2,0,4,0,5,5,7,1,3,2,6,1,0,0,4,6,0,2,1,0,2,1,0,0,0,3,0,1,0,3,2,8,6,0,4,5,0,2,2,4,1,5,2,4,1,2,3,1,5,7,5,5,2,1,0,3,4,4,1,4,6,6,0
"1288","2015-07-01 21:27:00",3,5,3,2,0,0,1,0,6,3,10,3,7,8,6,6,4,1,3,5,8,3,1,1,0,2,0,0,7,0,3,2,1,0,10,3,3,1,0,1,3,1,4,3,3,2,3,2,4,3,6,2,2,0,1,2,4,1,6,1,5,1,8,3,11,1,1,0,2,0,3,4,1,1,5,0,2,3,1,3,1,0,1,1,4,1,1,2,0,3,0,5,0,4,0,4,7,2,1,1,0,6,2,3,6,7,4,5,2,0,4,2,2,6,3,4,3,5,2,5,5,0,0,3,0,1,0
"1289","2015-07-01 21:28:00",3,0,0,2,4,0,2,0,3,4,3,1,10,11,5,10,4,1,6,1,4,2,5,9,4,2,9,6,3,0,2,0,3,0,11,3,0,1,1,1,4,2,3,2,1,1,4,1,2,3,1,2,1,1,2,1,5,1,3,0,1,0,4,5,1,0,4,2,6,7,4,0,3,1,4,0,2,2,5,9,1,1,5,3,2,1,1,0,0,5,0,1,0,3,1,7,4,1,6,1,0,5,2,1,0,3,1,6,1,3,1,4,4,7,1,5,0,5,3,0,2,1,1,2,1,1,1
"1290","2015-07-01 21:29:00",2,2,4,2,5,4,6,0,5,6,5,6,6,7,4,8,7,1,4,5,11,6,5,6,3,4,8,1,6,1,2,0,1,0,5,3,6,2,5,4,3,2,2,1,8,2,10,3,2,3,4,2,0,1,1,3,4,2,3,1,0,0,10,1,6,0,3,1,1,1,4,3,4,3,9,2,1,4,2,0,4,1,4,1,3,1,0,5,1,3,0,1,0,3,1,5,11,0,1,3,0,3,2,5,2,4,2,2,1,2,1,2,1,1,5,10,2,2,1,0,2,2,0,1,1,1,0
"1291","2015-07-01 21:30:00",7,4,2,2,5,2,1,0,2,4,5,5,8,10,7,9,5,3,2,1,3,0,0,0,0,1,1,1,5,1,0,4,2,1,6,3,7,0,0,0,3,3,2,2,4,2,2,0,2,2,3,5,3,2,1,1,3,1,3,2,4,1,5,5,7,0,3,2,5,2,4,5,6,4,10,3,0,0,2,3,2,0,3,2,4,1,0,4,1,3,2,3,0,2,1,4,10,3,1,5,0,8,1,2,5,7,3,8,4,6,2,0,5,0,2,6,4,5,5,2,5,0,0,0,0,6,2
"1292","2015-07-01 21:31:00",2,1,1,0,2,1,0,0,5,3,1,2,4,2,8,7,2,3,4,2,8,4,2,3,3,2,2,1,5,1,3,6,4,1,3,3,4,1,3,0,1,3,4,5,5,2,4,3,3,3,2,0,2,0,1,2,0,2,5,0,4,1,0,2,2,0,4,3,3,2,4,9,1,2,6,1,1,2,4,1,1,1,3,2,0,0,1,0,0,1,1,4,0,3,0,4,4,4,5,5,1,1,1,1,1,1,2,4,1,4,1,1,8,5,6,8,0,2,2,1,4,5,0,2,1,3,0
"1293","2015-07-01 21:32:00",4,6,1,1,2,2,2,0,5,2,2,5,5,3,3,6,3,4,3,0,5,2,4,1,3,1,4,0,1,0,6,1,0,0,2,8,2,2,3,0,8,6,5,1,3,1,5,9,3,2,1,1,0,1,0,1,0,6,8,4,3,0,6,3,6,1,0,0,1,0,1,1,2,2,3,0,1,4,2,4,1,2,4,0,2,1,1,6,2,2,1,5,1,1,0,7,3,0,3,1,0,3,3,3,3,4,2,6,3,2,0,2,1,10,4,7,2,3,0,4,1,1,0,0,0,3,1
"1294","2015-07-01 21:33:00",1,0,3,3,3,2,1,0,1,0,2,1,6,6,1,5,8,2,7,0,8,3,5,8,3,2,6,1,2,0,4,2,0,0,4,3,3,0,5,0,5,1,2,1,7,4,1,1,1,0,4,7,2,1,2,1,0,3,5,0,2,4,9,1,2,1,4,1,6,3,1,4,1,0,0,0,1,2,2,9,1,2,1,1,1,0,1,1,0,0,0,1,2,3,0,1,5,2,4,4,0,6,2,1,4,8,1,5,3,5,2,3,0,3,6,7,4,6,5,0,2,3,1,3,1,2,1
"1295","2015-07-01 21:34:00",1,2,0,1,2,1,3,0,5,6,8,5,2,5,6,10,4,0,6,4,11,0,1,1,2,2,3,2,2,1,1,3,6,1,6,5,1,0,0,1,2,1,4,4,6,3,3,0,3,1,3,3,3,0,3,3,1,0,1,0,4,1,5,4,3,1,2,1,5,1,1,2,3,2,5,1,1,1,1,3,0,3,1,0,3,0,2,7,1,3,0,7,2,1,0,5,9,3,3,2,1,6,0,2,0,5,0,5,3,4,1,3,5,1,2,3,3,7,6,4,5,0,2,0,1,5,1
"1296","2015-07-01 21:35:00",2,6,1,1,2,2,0,0,2,0,2,3,6,5,2,4,10,2,4,2,14,5,6,7,0,1,1,0,1,0,3,3,3,1,9,3,9,0,2,1,5,2,1,4,2,2,6,3,3,3,2,0,4,1,0,3,1,3,3,2,1,0,1,1,4,0,3,0,8,3,1,2,2,2,3,0,1,3,3,3,0,0,3,0,3,0,1,1,0,1,0,1,1,3,0,11,2,0,2,1,0,4,0,4,2,8,0,8,3,2,0,10,7,1,1,9,1,4,0,4,8,2,0,3,2,2,1
"1297","2015-07-01 21:36:00",8,3,2,1,4,2,4,0,3,3,1,1,2,2,6,8,10,5,2,3,5,3,0,0,5,2,4,2,5,1,1,0,1,0,4,0,1,0,1,0,3,3,0,0,7,4,3,2,4,1,1,0,1,1,0,0,3,0,3,0,5,1,7,1,2,0,1,1,4,1,5,1,2,1,7,0,3,2,4,5,0,2,4,1,2,0,0,3,0,1,0,5,0,1,0,9,16,3,1,1,1,3,0,1,1,9,1,5,4,2,0,1,1,1,3,5,3,8,1,4,1,0,0,4,2,5,1
"1298","2015-07-01 21:37:00",0,0,2,4,3,4,2,0,5,2,4,6,8,5,10,7,2,0,2,2,11,2,2,3,0,1,2,1,8,5,2,1,0,0,3,4,3,1,2,1,3,3,5,3,6,0,6,1,2,0,7,5,2,0,0,0,2,1,4,1,3,2,4,1,6,1,2,0,3,0,1,5,4,1,2,0,0,2,3,3,2,1,1,0,2,0,3,1,0,3,0,3,0,3,0,5,5,1,2,5,0,3,1,3,1,3,1,3,1,5,1,4,3,5,4,7,0,0,0,3,2,0,0,1,0,4,1
"1299","2015-07-01 21:38:00",0,0,1,3,2,2,0,0,2,3,2,0,3,5,5,5,6,4,6,4,1,0,0,0,7,6,6,4,2,0,4,5,4,2,4,9,3,0,3,1,3,3,2,2,5,2,2,0,3,2,6,2,0,0,1,3,2,1,3,1,5,3,4,4,4,1,2,0,1,0,2,2,2,1,6,2,2,0,1,3,0,0,2,1,0,0,2,0,0,2,2,2,0,1,0,3,11,3,3,3,0,3,3,3,2,4,0,6,3,6,3,2,3,3,2,4,3,3,2,2,2,1,0,0,3,6,1
"1300","2015-07-01 21:39:00",4,4,3,1,2,0,1,0,4,3,7,6,8,11,5,7,8,0,5,3,10,4,0,0,2,1,1,2,3,1,5,4,3,1,2,1,1,1,4,1,4,4,2,1,2,0,2,2,3,4,1,0,1,1,2,0,2,2,7,0,8,0,5,7,1,0,0,0,0,0,3,0,2,0,2,0,0,3,1,3,4,0,2,0,4,0,1,1,1,0,0,3,0,4,1,7,0,3,5,3,1,2,1,1,4,6,4,6,1,2,0,1,4,2,5,7,4,1,4,0,6,3,0,2,0,2,0
"1301","2015-07-01 21:40:00",2,1,2,1,4,3,8,0,2,1,4,2,2,6,6,4,0,1,6,3,4,4,7,5,3,0,2,1,3,1,0,0,2,0,4,2,1,0,7,1,5,4,0,0,4,1,2,1,6,5,1,0,0,1,1,2,4,1,3,0,1,0,2,3,6,1,5,2,4,5,4,5,8,0,13,0,2,2,4,0,1,0,4,0,1,0,0,0,0,1,0,3,1,2,0,3,11,1,4,4,0,5,0,3,1,2,1,4,2,3,2,2,4,0,4,3,1,6,2,3,2,2,0,1,0,4,0
"1302","2015-07-01 21:41:00",1,0,1,4,3,3,5,0,3,5,0,1,2,2,4,6,2,1,3,2,9,3,0,1,2,6,5,3,2,2,4,2,1,1,5,2,4,2,2,1,6,4,3,5,8,5,7,3,2,0,6,3,1,1,2,3,0,2,5,1,1,2,14,5,0,0,3,0,6,2,2,3,1,0,5,0,4,2,1,2,0,1,2,0,2,0,0,0,0,3,1,1,0,1,1,4,2,0,0,2,2,8,6,4,3,4,1,5,1,3,2,2,4,5,0,7,3,3,3,5,2,1,0,3,2,1,1
"1303","2015-07-01 21:42:00",0,1,3,1,1,2,3,0,4,6,3,4,8,6,2,6,7,4,2,1,6,3,0,0,1,0,2,0,1,1,3,0,1,2,2,4,2,0,2,2,3,2,1,4,2,1,6,1,3,2,7,5,1,1,1,0,3,3,6,3,1,2,6,7,7,2,1,0,3,1,1,1,5,0,4,0,2,2,1,8,1,2,3,3,2,0,0,2,0,0,0,2,0,4,0,3,8,2,2,0,0,2,2,2,0,5,2,4,1,5,0,0,1,2,11,4,3,3,3,4,0,1,0,5,1,3,0
"1304","2015-07-01 21:43:00",5,3,0,1,0,0,0,0,1,0,2,2,1,2,5,4,7,2,6,6,10,1,3,2,1,1,3,2,3,0,4,2,4,1,6,1,8,1,5,2,2,2,3,4,9,2,1,3,4,4,1,1,1,1,1,3,1,2,4,0,7,2,7,2,3,1,3,4,6,5,4,4,1,1,0,0,1,1,4,1,0,0,3,3,2,1,0,0,0,0,0,0,0,0,0,8,3,2,1,4,0,2,3,6,2,2,2,7,3,3,0,6,3,3,1,3,3,6,2,1,6,4,1,2,1,1,1
"1305","2015-07-01 21:44:00",4,2,1,1,4,3,2,0,4,3,4,3,6,15,4,2,5,3,6,1,2,5,7,3,2,3,2,2,2,2,2,5,3,2,8,4,0,1,0,0,6,4,1,1,2,3,2,0,2,6,1,0,1,0,1,2,1,6,1,0,3,2,3,1,0,0,0,0,0,0,4,4,1,1,5,2,3,2,0,3,0,1,2,1,0,0,2,6,0,3,0,2,1,3,1,11,3,1,1,2,0,2,4,5,2,6,3,2,3,1,1,4,3,7,4,5,5,4,1,3,4,1,0,1,0,0,0
"1306","2015-07-01 21:45:00",3,0,1,1,8,2,5,0,1,0,2,3,3,1,7,8,5,2,1,1,8,3,1,1,1,0,1,1,3,1,3,4,0,1,2,2,2,2,1,1,1,0,3,1,8,5,6,0,2,1,1,1,0,0,0,3,2,2,3,1,5,1,1,7,0,0,4,0,3,1,7,8,2,1,1,0,2,4,3,1,0,2,3,1,3,1,2,4,1,1,0,4,0,1,0,5,5,1,4,3,0,2,4,4,0,2,0,4,3,1,1,0,0,5,6,4,2,0,0,3,4,1,0,2,2,1,1
"1307","2015-07-01 21:46:00",0,1,4,1,3,1,1,0,0,2,1,3,2,3,2,6,5,4,0,2,8,0,1,7,2,1,2,2,1,0,1,1,6,1,5,6,3,0,2,2,2,2,3,1,3,0,4,4,1,0,3,0,2,2,0,1,1,3,4,0,2,1,3,3,0,0,2,3,3,1,2,2,1,0,7,0,2,3,3,4,2,3,0,1,1,0,1,0,0,7,0,4,1,6,1,3,8,3,2,2,0,4,0,6,1,4,0,1,3,7,1,5,2,5,6,4,0,3,2,4,5,0,1,2,0,2,0
"1308","2015-07-01 21:47:00",1,1,5,2,2,0,0,0,0,3,4,2,6,10,5,4,3,1,1,2,3,1,0,1,0,1,2,0,4,0,2,0,4,4,2,4,1,0,3,0,0,1,4,5,1,0,3,1,2,6,3,1,2,1,0,1,4,4,5,1,0,2,1,5,2,1,1,0,5,1,6,2,1,1,2,0,2,1,2,0,3,1,4,1,2,1,0,3,0,3,1,4,0,3,1,9,2,6,5,2,0,1,2,4,0,3,0,3,2,2,0,3,5,6,4,5,0,0,1,1,3,4,0,1,3,0,0
"1309","2015-07-01 21:48:00",1,0,0,1,0,2,0,0,3,0,2,2,6,6,2,5,4,1,3,2,3,6,4,1,4,1,1,0,1,0,3,1,0,1,1,2,0,0,1,1,5,2,2,3,2,3,3,1,5,1,0,1,2,0,0,3,1,1,1,1,1,3,1,2,0,0,4,1,3,1,4,4,2,1,5,1,1,1,1,1,1,0,2,1,1,0,0,0,0,2,1,2,0,1,1,2,4,2,1,4,0,2,2,2,1,5,3,7,2,4,0,0,1,2,1,3,0,5,2,3,3,1,0,4,2,1,0
"1310","2015-07-01 21:49:00",3,1,4,0,2,0,0,0,4,3,2,1,4,9,3,6,7,5,4,2,10,5,5,5,3,3,7,1,5,7,1,0,0,0,6,4,0,0,4,0,2,2,1,1,2,1,3,1,2,0,2,1,0,1,2,2,2,0,2,0,5,0,5,5,6,0,1,2,3,1,4,2,1,0,0,0,0,2,0,4,0,1,2,0,2,0,5,0,0,3,0,1,0,4,1,7,3,4,1,2,0,6,1,8,2,5,1,3,0,0,0,3,1,1,4,4,0,5,2,1,3,3,0,2,1,1,0
"1311","2015-07-01 21:50:00",0,1,2,0,5,3,5,0,2,0,2,3,7,5,8,10,3,5,5,3,1,0,1,1,2,1,3,0,1,0,2,0,6,1,5,5,0,0,1,0,2,1,5,3,4,2,2,0,4,3,3,2,4,1,1,2,1,5,1,0,2,1,5,4,3,0,2,2,1,0,4,1,2,0,10,1,3,4,6,0,1,0,4,6,3,0,0,2,0,2,0,1,0,6,0,11,4,5,1,3,1,2,1,4,0,1,0,4,1,6,3,0,2,6,4,5,2,0,4,4,3,2,0,5,1,1,0
"1312","2015-07-01 21:51:00",0,2,2,2,1,0,0,0,3,5,4,2,3,0,3,3,5,1,4,1,7,1,5,3,2,0,5,3,2,1,5,3,3,0,2,4,3,0,2,0,1,0,4,3,1,0,8,3,2,2,2,2,1,0,0,1,1,1,5,0,3,3,7,3,1,1,3,0,2,0,1,3,3,0,3,0,2,1,2,5,2,0,3,0,1,1,2,3,0,7,0,3,1,2,1,2,12,1,2,2,0,2,2,1,3,3,1,5,3,3,1,2,2,5,9,3,2,2,1,0,8,2,0,4,2,1,0
"1313","2015-07-01 21:52:00",2,5,1,2,5,2,5,0,4,2,2,2,11,11,5,9,5,1,2,2,7,2,0,0,0,0,1,1,1,1,1,0,2,1,2,2,2,1,2,0,9,2,1,0,2,2,1,0,1,3,2,0,1,0,0,0,0,2,5,1,1,3,8,4,4,3,0,0,4,1,2,2,2,1,10,0,2,3,2,1,0,2,2,2,3,3,0,3,0,3,0,1,0,4,0,6,6,1,3,2,0,4,1,0,2,6,3,1,3,1,1,5,0,1,1,5,1,1,0,2,2,1,0,2,0,0,0
"1314","2015-07-01 21:53:00",1,1,1,0,3,0,2,0,0,2,2,1,3,6,5,4,8,4,1,2,11,3,1,5,2,0,5,2,2,1,3,1,0,0,4,4,0,2,5,1,4,1,5,6,1,0,3,2,4,2,2,3,0,1,1,0,0,1,1,0,2,1,3,11,3,1,1,0,1,0,2,4,1,0,4,0,0,1,6,2,6,0,1,1,0,0,0,0,0,1,1,2,0,4,0,9,6,0,2,3,0,5,2,2,0,6,1,4,1,6,1,0,3,1,2,5,4,3,1,0,2,2,5,0,2,1,1
"1315","2015-07-01 21:54:00",1,1,0,3,2,4,2,0,4,2,3,1,4,8,2,5,8,7,5,2,8,4,3,1,0,4,2,2,1,3,3,1,3,4,2,6,2,1,1,0,0,0,4,4,5,2,0,0,3,2,0,1,3,0,2,2,4,3,9,0,1,2,1,3,1,0,0,0,2,0,3,1,4,0,7,1,0,1,3,4,1,0,3,0,5,2,0,4,1,3,2,2,0,2,1,2,7,2,2,0,0,8,1,3,0,7,4,1,0,4,1,0,1,2,3,3,2,8,3,4,4,2,1,3,2,0,0
"1316","2015-07-01 21:55:00",5,2,2,2,1,1,0,0,1,1,5,1,5,1,6,7,4,1,2,1,9,3,1,0,2,2,2,0,4,4,2,0,1,0,3,2,1,0,0,0,1,1,0,0,6,2,2,1,2,2,4,2,1,0,0,1,2,1,4,1,5,2,9,2,4,0,4,2,8,3,0,2,3,0,2,0,1,2,3,2,0,0,3,0,4,0,1,1,1,1,0,2,0,3,0,7,10,2,6,0,0,3,1,5,1,5,0,3,4,2,0,7,0,2,3,7,3,0,0,3,3,2,2,4,2,1,1
"1317","2015-07-01 21:56:00",1,0,1,1,1,1,2,0,3,4,1,4,5,11,6,3,2,0,5,1,6,3,5,3,7,5,2,2,3,1,1,0,2,0,1,1,2,1,3,2,2,4,1,0,6,1,0,0,2,2,0,0,1,0,0,1,1,0,3,0,3,0,6,5,0,0,4,1,5,1,0,1,3,0,8,2,0,1,1,1,1,1,1,0,2,0,1,0,0,3,0,3,3,4,0,7,6,2,3,3,0,1,0,3,1,4,1,6,2,1,1,1,3,0,3,1,1,6,1,4,2,0,2,4,2,1,0
